"id","sex","age","ses","premarital.sex","religious.attend"
32381,1,33.7568134171908,-4.91626878868259,NA,1
32383,1,9.75681341719078,-13.2162687886826,-0.170890658942795,0
32390,-1,0.756813417190777,NA,NA,1
32391,-1,-8.24318658280922,43.9837312113174,NA,0
32395,-1,7.75681341719078,-9.91626878868259,-1.17089065894279,1
32396,1,-14.2431865828092,-9.41626878868259,-1.17089065894279,0
32402,-1,-17.2431865828092,-20.8162687886826,-1.17089065894279,0
32403,1,-4.24318658280922,1.58373121131741,0.829109341057205,0
32410,-1,-18.2431865828092,-14.4162687886826,NA,0
32413,1,-4.24318658280922,12.2837312113174,NA,1
32414,-1,-20.2431865828092,15.1837312113174,-1.17089065894279,0
32415,1,-19.2431865828092,18.6837312113174,-1.17089065894279,0
32416,-1,3.75681341719078,15.1837312113174,1.82910934105721,1
32418,-1,3.75681341719078,-19.9162687886826,-1.17089065894279,0
32419,-1,-20.2431865828092,NA,NA,0
32430,-1,-3.24318658280922,-25.0162687886826,0.829109341057205,1
32431,-1,-20.2431865828092,-16.9162687886826,NA,0
32434,1,-20.2431865828092,-19.7162687886826,-1.17089065894279,0
32435,-1,1.75681341719078,48.8837312113174,1.82910934105721,1
32436,1,-19.2431865828092,15.1837312113174,-1.17089065894279,1
32437,1,7.75681341719078,-14.4162687886826,NA,0
32442,-1,-16.2431865828092,-15.2162687886826,NA,1
32443,1,-12.2431865828092,15.1837312113174,NA,0
32448,-1,27.7568134171908,NA,-0.170890658942795,0
32451,-1,-3.24318658280922,-19.0162687886826,-1.17089065894279,0
32452,1,-10.2431865828092,32.6837312113174,NA,1
32454,-1,-3.24318658280922,-11.8162687886826,NA,0
32456,-1,-1.24318658280922,NA,0.829109341057205,0
32458,1,-17.2431865828092,-2.51626878868259,1.82910934105721,0
32461,1,-3.24318658280922,20.8837312113174,NA,0
32464,-1,-16.2431865828092,19.7837312113174,-1.17089065894279,0
32466,-1,-11.2431865828092,28.0837312113174,-0.170890658942795,1
32478,1,-2.24318658280922,-13.2162687886826,-1.17089065894279,0
32479,1,-26.2431865828092,-25.6162687886826,NA,0
32480,-1,40.7568134171908,-17.5162687886826,1.82910934105721,1
32481,1,-4.24318658280922,-18.9162687886826,NA,0
32485,1,-21.2431865828092,NA,-0.170890658942795,0
32489,1,-20.2431865828092,4.98373121131741,NA,0
32492,-1,-20.2431865828092,0.583731211317414,NA,0
32493,-1,0.756813417190777,-25.8162687886826,1.82910934105721,1
32504,1,-15.2431865828092,9.98373121131741,-0.170890658942795,0
32508,1,-13.2431865828092,-13.2162687886826,-1.17089065894279,0
32511,1,-9.24318658280922,-10.2162687886826,0.829109341057205,0
32513,-1,17.7568134171908,25.2837312113174,NA,1
32514,-1,4.75681341719078,-14.4162687886826,NA,1
32516,1,-12.2431865828092,1.58373121131741,NA,1
32521,-1,1.75681341719078,-11.8162687886826,NA,1
32522,1,-13.2431865828092,-12.1162687886826,NA,0
32528,1,-22.2431865828092,12.1837312113174,NA,0
32529,1,-16.2431865828092,-17.6162687886826,-0.170890658942795,0
32533,-1,4.75681341719078,27.9837312113174,-0.170890658942795,0
32534,1,-12.2431865828092,27.9837312113174,1.82910934105721,0
32538,-1,-5.24318658280922,-2.51626878868259,NA,0
32539,1,20.7568134171908,26.0837312113174,NA,0
32541,-1,6.75681341719078,15.1837312113174,NA,0
32546,1,-1.24318658280922,-16.3162687886826,-1.17089065894279,0
32548,-1,7.75681341719078,16.0837312113174,-1.17089065894279,1
32551,1,3.75681341719078,-10.1162687886826,1.82910934105721,1
32562,1,-9.24318658280922,-19.7162687886826,NA,0
32567,-1,1.75681341719078,4.18373121131741,-1.17089065894279,0
32568,-1,-6.24318658280922,24.8837312113174,NA,0
32571,-1,3.75681341719078,-10.9162687886826,NA,0
32575,-1,16.7568134171908,2.38373121131742,NA,0
32577,1,-13.2431865828092,-16.3162687886826,NA,0
32578,-1,-13.2431865828092,-9.31626878868259,0.829109341057205,0
32583,-1,22.7568134171908,2.18373121131741,1.82910934105721,1
32584,-1,3.75681341719078,-9.91626878868259,-1.17089065894279,0
32585,1,16.7568134171908,-14.4162687886826,NA,0
32592,1,16.7568134171908,-3.61626878868258,-1.17089065894279,0
32593,1,1.75681341719078,33.5837312113174,NA,0
32596,-1,7.75681341719078,15.1837312113174,-1.17089065894279,0
32601,1,13.7568134171908,34.3837312113174,NA,0
32603,-1,-0.243186582809223,12.7837312113174,-1.17089065894279,0
32604,-1,-0.243186582809223,-21.9162687886826,-1.17089065894279,0
32607,1,5.75681341719078,24.1837312113174,NA,0
32609,1,-7.24318658280922,4.18373121131741,NA,1
32615,-1,-17.2431865828092,28.0837312113174,NA,1
32621,1,5.75681341719078,12.2837312113174,-1.17089065894279,1
32623,-1,-5.24318658280922,12.2837312113174,NA,0
32624,-1,-15.2431865828092,-11.8162687886826,NA,1
32628,-1,10.7568134171908,-4.61626878868258,NA,0
32630,-1,-26.2431865828092,NA,-1.17089065894279,1
32633,-1,-17.2431865828092,-6.01626878868259,-0.170890658942795,1
32634,-1,6.75681341719078,-19.0162687886826,NA,0
32642,1,13.7568134171908,15.1837312113174,1.82910934105721,0
32643,-1,15.7568134171908,31.9837312113174,NA,1
32645,1,-5.24318658280922,38.1837312113174,-1.17089065894279,0
32647,-1,8.75681341719078,32.6837312113174,-1.17089065894279,0
32649,-1,14.7568134171908,-28.2162687886826,NA,1
32653,-1,3.75681341719078,-6.71626878868258,NA,0
32656,-1,-26.2431865828092,NA,-1.17089065894279,0
32660,-1,5.75681341719078,26.0837312113174,NA,1
32665,1,-10.2431865828092,-19.7162687886826,NA,0
32666,1,6.75681341719078,38.4837312113174,NA,0
32669,-1,-25.2431865828092,-10.4162687886826,-0.170890658942795,0
32672,-1,-9.24318658280922,-9.91626878868259,NA,0
32673,-1,-21.2431865828092,NA,-1.17089065894279,0
32677,1,1.75681341719078,-16.0162687886826,NA,0
32679,-1,26.7568134171908,-15.9162687886826,1.82910934105721,0
32681,1,-15.2431865828092,-14.1162687886826,NA,0
32689,1,37.7568134171908,-16.3162687886826,NA,1
32691,-1,7.75681341719078,-18.5162687886826,-0.170890658942795,0
32695,-1,-20.2431865828092,NA,NA,0
32697,-1,-19.2431865828092,-9.41626878868259,NA,0
