"","subject","trial","vocoded","mean_pupil"
"1244","Eye10",197,"V6",0.0711605137486978
"1245","Eye13",5,"V6",0.034867427547017
"1246","Eye13",6,"V6",-0.00153051992142375
"1247","Eye13",7,"V6",-0.00714834272303584
"1248","Eye13",8,"V6",0.0139565886171656
"1249","Eye13",9,"V6",0.0109914486446709
"1250","Eye13",10,"V6",0.0226973929101465
"1251","Eye13",11,"V6",0.0155238670904992
"1252","Eye13",12,"V6",0.0169233215828673
"1253","Eye13",13,"V6",0.0577387787448874
"1254","Eye13",14,"V6",0.0203272917862079
"1255","Eye13",15,"V6",0.00958276024413861
"1256","Eye13",16,"V6",0.0244713488376369
"1257","Eye13",17,"V6",0.0201031353827679
"1258","Eye13",18,"V6",0.0401171994224243
"1259","Eye13",19,"V6",0.00811783394822583
"1260","Eye13",20,"V6",0.0134761823932457
"1261","Eye13",21,"V6",0.0215891124005846
"1262","Eye13",22,"V6",0.0123261202632041
"1263","Eye13",23,"V6",0.0138440417223127
"1264","Eye13",24,"V6",0.0286053484327715
"1265","Eye13",25,"V6",0.0100227943050367
"1266","Eye13",26,"V6",0.00879658756993189
"1267","Eye13",27,"V6",0.0207973448178159
"1268","Eye13",28,"V6",0.00470023540788944
"1269","Eye13",29,"V6",0.00984517888987706
"1270","Eye13",30,"V6",-0.000340368292802614
"1271","Eye13",31,"V6",0.0255632624931455
"1272","Eye13",32,"V6",-0.00644367843548367
"1273","Eye13",33,"V6",0.0312213976936846
"1274","Eye13",34,"V6",0.0375166835495874
"1275","Eye13",35,"V6",0.0216987393815944
"1276","Eye13",36,"V6",0.0480554890480665
"1277","Eye13",37,"NS",0.0397951246336545
"1278","Eye13",38,"NS",0.0408249750693124
"1279","Eye13",39,"NS",0.0199957320189433
"1280","Eye13",40,"NS",0.0231371718020071
"1281","Eye13",41,"NS",0.00950831249821736
"1282","Eye13",42,"NS",-0.021319254219939
"1283","Eye13",43,"NS",0.0155422393076366
"1284","Eye13",44,"NS",-0.00405210413680805
"1285","Eye13",45,"NS",0.00773801052024599
"1286","Eye13",46,"NS",0.0329272462308188
"1287","Eye13",47,"NS",0.022002800156891
"1288","Eye13",48,"NS",0.0427915617821226
"1289","Eye13",49,"NS",0.00145502287920482
"1290","Eye13",50,"NS",0.00115000478910544
"1291","Eye13",51,"NS",0.0357635481363375
"1292","Eye13",52,"NS",0.015309565517576
"1293","Eye13",53,"NS",0.00700661797148898
"1294","Eye13",54,"NS",0.01018633065598
"1295","Eye13",55,"NS",0.0242683008153194
"1296","Eye13",56,"NS",0.0124582290038489
"1297","Eye13",57,"NS",0.0312904115919203
"1298","Eye13",58,"NS",-0.0131077420797847
"1299","Eye13",59,"NS",-0.00839570546464881
"1300","Eye13",60,"NS",0.0121301158521155
"1301","Eye13",61,"NS",0.0260756824227337
"1302","Eye13",62,"NS",0.00732446953116901
"1303","Eye13",63,"NS",-0.0153585191786449
"1304","Eye13",64,"NS",-0.00561625463676707
"1305","Eye13",65,"NS",0.0061759790017712
"1306","Eye13",66,"NS",0.0135262451034572
"1307","Eye13",67,"NS",0.010761518402459
"1308","Eye13",68,"NS",-0.026773503662021
"1309","Eye13",69,"V6",0.0369676675651955
"1310","Eye13",70,"V6",0.0499822099336471
"1311","Eye13",71,"V6",0.025780348085312
"1312","Eye13",72,"V6",0.0222955669726713
"1313","Eye13",73,"V6",0.0436332927512474
"1314","Eye13",74,"V6",0.0458708868947619
"1315","Eye13",75,"V6",0.0236221851480585
"1316","Eye13",76,"V6",0.0235543400903427
"1317","Eye13",77,"V6",0.0189389045672596
"1318","Eye13",78,"V6",0.0433081041148248
"1319","Eye13",79,"V6",0.048370307091659
"1320","Eye13",80,"V6",0.0363734298860943
"1321","Eye13",81,"V6",0.014177737905043
"1322","Eye13",82,"V6",0.0589029267345217
"1323","Eye13",83,"V6",-0.0045982540743611
"1324","Eye13",84,"V6",0.0253079219323891
"1325","Eye13",85,"V6",0.0177542090182089
"1326","Eye13",86,"V6",0.00998696150920059
"1327","Eye13",87,"V6",0.0273966907153366
"1328","Eye13",88,"V6",0.0160821409489174
"1329","Eye13",89,"V6",-0.00375714271788719
"1330","Eye13",90,"V6",-0.00754829239923546
"1331","Eye13",91,"V6",-0.00656342532872443
"1332","Eye13",92,"V6",0.0207447734636765
"1333","Eye13",93,"V6",0.0127273803284279
"1334","Eye13",94,"V6",-0.0049849345163431
"1335","Eye13",95,"V6",0.0402711621406555
"1336","Eye13",96,"V6",0.0287891914656532
"1337","Eye13",97,"V6",0.015654498724339
"1338","Eye13",98,"V6",0.00846738325446319
"1339","Eye13",99,"V6",0.0365456061495893
"1340","Eye13",100,"V6",0.0151182859520496
"1341","Eye13",101,"NS",0.0152866475100258
"1342","Eye13",102,"NS",-0.00437038418548577
"1343","Eye13",103,"NS",0.00987550101082024
"1344","Eye13",104,"NS",-0.0170405485593916
"1345","Eye13",105,"NS",0.0186733498637509
"1346","Eye13",106,"NS",0.0113620901003941
"1347","Eye13",107,"NS",-0.002013553810802
"1348","Eye13",108,"NS",0.000114149781860885
"1349","Eye13",109,"NS",0.00857189044715247
"1350","Eye13",110,"NS",0.0155210274325261
"1351","Eye13",111,"NS",0.0319319463754303
"1352","Eye13",112,"NS",0.02442341146845
"1353","Eye13",113,"NS",0.00486866999627981
"1354","Eye13",114,"NS",-0.0178628142515514
"1355","Eye13",115,"NS",-0.00211525420401017
"1356","Eye13",116,"NS",0.0198921762724906
"1357","Eye13",117,"NS",-0.00294570483729485
"1358","Eye13",118,"NS",0.0302595807562776
"1359","Eye13",119,"NS",-0.0240190926133969
"1360","Eye13",120,"NS",-0.0032987521357415
"1361","Eye13",121,"NS",-0.0276834291900011
"1362","Eye13",122,"NS",-0.0095421995057072
"1363","Eye13",123,"NS",0.0281449130544704
"1364","Eye13",124,"NS",0.0167817083261635
"1365","Eye13",125,"NS",0.00249207746414837
"1366","Eye13",126,"NS",0.0326352495561327
"1367","Eye13",127,"NS",-0.0196527635012773
"1368","Eye13",128,"NS",0.0192098659778241
"1369","Eye13",129,"NS",0.00698947264417774
"1370","Eye13",130,"NS",0.0186989800454153
"1371","Eye13",131,"NS",0.000185010240040818
"1372","Eye13",132,"NS",0.0237871745012191
"1373","Eye13",133,"V6",-0.00340602676899694
"1374","Eye13",134,"V6",0.00592653376839217
"1375","Eye13",135,"V6",0.033224521051716
"1376","Eye13",136,"V6",0.020320686556578
"1377","Eye13",137,"V6",-0.0400487082223043
"1378","Eye13",138,"V6",0.0158070483498591
"1379","Eye13",139,"V6",0.0188752917727309
"1380","Eye13",140,"V6",0.0157422195328877
"1381","Eye13",141,"V6",0.0149809429830772
"1382","Eye13",142,"V6",0.00326790952456177
"1383","Eye13",143,"V6",-0.0302674404951416
"1384","Eye13",144,"V6",0.00904521657924149
"1385","Eye13",145,"V6",-0.0173142069423898
"1386","Eye13",146,"V6",0.0203818070228161
"1387","Eye13",147,"V6",0.0132142232077572
"1388","Eye13",148,"V6",0.0116826444295388
"1389","Eye13",149,"V6",0.0156516932487211
"1390","Eye13",150,"V6",-0.00475189148057206
"1391","Eye13",151,"V6",0.0488673401195611
"1392","Eye13",152,"V6",-0.00798901347066834
"1393","Eye13",153,"V6",0.0454165467078414
"1394","Eye13",154,"V6",0.0146411097300582
"1395","Eye13",155,"V6",0.00845659573827343
"1396","Eye13",156,"V6",0.0016658606774943
"1397","Eye13",157,"V6",0.00413393019227577
"1398","Eye13",158,"V6",-0.0160011479033967
"1399","Eye13",159,"V6",0.00765053169886775
"1400","Eye13",160,"V6",0.0325165632951555
"1401","Eye13",161,"V6",-0.0180857770319785
"1402","Eye13",162,"V6",0.00923535878985898
"1403","Eye13",163,"V6",-0.00247576743200554
"1404","Eye13",164,"V6",0.0158491413155416
"1405","Eye13",165,"NS",0.0343015747698712
"1406","Eye13",166,"NS",0.0425028323379915
"1407","Eye13",167,"NS",0.0349409179775152
"1408","Eye13",168,"NS",0.00620678111722937
"1409","Eye13",169,"NS",-0.0134476607316611
"1410","Eye13",170,"NS",0.0251115854221915
"1411","Eye13",171,"NS",-0.0161459076589366
"1412","Eye13",172,"NS",-0.0144803164541293
"1413","Eye13",173,"NS",0.019830695762509
"1414","Eye13",174,"NS",-0.00492717764151038
"1415","Eye13",175,"NS",0.0233169942740965
"1416","Eye13",176,"NS",0.0192960575437329
"1417","Eye13",177,"NS",0.00417649645345477
"1418","Eye13",178,"NS",0.00573520248972021
"1419","Eye13",179,"NS",0.0431248153089211
"1420","Eye13",180,"NS",0.00914840438325406
"1421","Eye13",181,"NS",-0.0181839304360982
"1422","Eye13",182,"NS",0.0160850586613052
"1423","Eye13",183,"NS",0.0222269846567428
"1424","Eye13",184,"NS",0.00645899116796588
"1425","Eye13",185,"NS",-0.00823389675000103
"1426","Eye13",186,"NS",-0.0194760626850326
"1427","Eye13",187,"NS",-0.00828518980537303
"1428","Eye13",188,"NS",0.000230965099187839
"1429","Eye13",189,"NS",0.0342860748978602
"1430","Eye13",190,"NS",-0.00337056792059707
"1431","Eye13",191,"NS",0.0091747171103778
"1432","Eye13",192,"NS",0.00974612794778157
"1433","Eye13",193,"NS",0.0414170757747635
"1434","Eye13",194,"NS",-0.00135617175070911
"1435","Eye13",195,"NS",-0.0177194865262883
"1436","Eye13",196,"NS",0.00292157829412437
"1437","Eye18",5,"NS",0.012141724517317
"1438","Eye18",6,"NS",0.0205358312163432
"1439","Eye18",7,"NS",0.00487667422269889
"1440","Eye18",8,"NS",0.01835694556096
"1441","Eye18",9,"NS",0.00933893769838952
"1442","Eye18",10,"NS",0.0106032937508526
"1443","Eye18",11,"NS",0.0191525779908959
"1444","Eye18",12,"NS",-0.00361496598152324
"1445","Eye18",13,"NS",0.0347248482870831
"1446","Eye18",14,"NS",0.0112931835603722
"1447","Eye18",15,"NS",-0.00209642197056965
"1448","Eye18",16,"NS",0.0249361490738316
"1449","Eye18",17,"NS",0.0104224061179229
"1450","Eye18",18,"NS",0.0086220072778515
"1451","Eye18",19,"NS",0.0176358758078135
"1452","Eye18",20,"NS",0.00380212719616395
"1453","Eye18",21,"NS",0.0368891016756004
"1454","Eye18",22,"NS",0.0182214591305245
"1455","Eye18",23,"NS",0.00907338102918312
"1456","Eye18",24,"NS",0.00785953265630194
"1457","Eye18",25,"NS",0.00298945678374606
"1458","Eye18",26,"NS",0.0192071921567983
"1459","Eye18",27,"NS",0.00346812263585921
"1460","Eye18",28,"NS",0.0387290261187453
"1461","Eye18",29,"NS",-0.00679746193448851
"1462","Eye18",30,"NS",0.0106892593550499
"1463","Eye18",31,"NS",0.0299352709930039
"1464","Eye18",32,"NS",0.00468572762469095
"1465","Eye18",33,"NS",0.0262669239129072
"1466","Eye18",34,"NS",0.0178333588374462
"1467","Eye18",35,"NS",0.0262341796816832
"1468","Eye18",36,"NS",-0.00175821235552098
"1469","Eye18",37,"V6",0.0103981274939972
"1470","Eye18",38,"V6",0.020186068687979
"1471","Eye18",39,"V6",0.0441706302657763
"1472","Eye18",40,"V6",0.015808491740257
"1473","Eye18",41,"V6",0.0162742291155976
"1474","Eye18",42,"V6",-0.00262845556900628
"1475","Eye18",43,"V6",-0.00917373468628981
"1476","Eye18",44,"V6",-0.00846170522482421
"1477","Eye18",45,"V6",-0.000257433981093144
"1478","Eye18",46,"V6",0.0320316086861884
"1479","Eye18",47,"V6",-0.0131333828879859
"1480","Eye18",48,"V6",0.0106567394908452
"1481","Eye18",49,"V6",-0.00697102910212449
"1482","Eye18",50,"V6",0.011362472762754
"1483","Eye18",51,"V6",0.0195070666507409
"1484","Eye18",52,"V6",0.0275394479891104
"1485","Eye18",53,"V6",0.0297391450815269
"1486","Eye18",54,"V6",0.00514849205058932
"1487","Eye18",55,"V6",-0.0142038039264168
"1488","Eye18",56,"V6",0.0245944007715454
"1489","Eye18",57,"V6",-0.0032739366933242
"1490","Eye18",58,"V6",0.012947395796059
"1491","Eye18",59,"V6",-0.00170237451382301
"1492","Eye18",60,"V6",0.0341742939316238
"1493","Eye18",61,"V6",0.0123285103815878
"1494","Eye18",62,"V6",-0.0174987792711015
"1495","Eye18",63,"V6",0.039477318379683
"1496","Eye18",64,"V6",-0.00527524156702079
"1497","Eye18",65,"V6",0.0142054958720422
"1498","Eye18",66,"V6",-0.000599535144345473
"1499","Eye18",67,"V6",0.00688163645715747
"1500","Eye18",68,"V6",0.00362876210974056
"1501","Eye18",69,"NS",0.0039114885726424
"1502","Eye18",70,"NS",0.0180578462463235
"1503","Eye18",71,"NS",0.0199299154601249
"1504","Eye18",72,"NS",0.0129499767633089
"1505","Eye18",73,"NS",0.000974593892924336
"1506","Eye18",74,"NS",0.0173934163220442
"1507","Eye18",75,"NS",-0.0242255328680216
"1508","Eye18",76,"NS",0.0106383460272981
"1509","Eye18",77,"NS",-0.00123139154212005
"1510","Eye18",78,"NS",-0.00794472636260928
"1511","Eye18",79,"NS",-0.0157520362218639
"1512","Eye18",80,"NS",0.000445610020904111
"1513","Eye18",81,"NS",0.0436692453043143
"1514","Eye18",82,"NS",0.00194470817357859
"1515","Eye18",83,"NS",0.0143687089011882
"1516","Eye18",84,"NS",0.0312901164293403
"1517","Eye18",85,"NS",0.00361750658620585
"1518","Eye18",86,"NS",0.0059048445826695
"1519","Eye18",87,"NS",0.0123566039893234
"1520","Eye18",88,"NS",0.0242752010770485
"1521","Eye18",89,"NS",0.00635571958434962
"1522","Eye18",90,"NS",-0.010758557221374
"1523","Eye18",91,"NS",0.00180805720068619
"1524","Eye18",92,"NS",0.0235584825355022
"1525","Eye18",93,"NS",0.000908001198861559
"1526","Eye18",94,"NS",0.0223828034113689
"1527","Eye18",95,"NS",0.0234905548542277
"1528","Eye18",96,"NS",0.0192474078178502
"1529","Eye18",97,"NS",0.00711024310377214
"1530","Eye18",98,"NS",-0.00183276396089574
"1531","Eye18",99,"NS",-0.0233094867712004
"1532","Eye18",100,"NS",0.0149372115496664
"1533","Eye18",101,"V6",0.0416386856375329
"1534","Eye18",102,"V6",0.00523769522372651
"1535","Eye18",103,"V6",-0.0158889036499651
"1536","Eye18",104,"V6",0.0117076191571091
"1537","Eye18",105,"V6",-0.00346947260966544
"1538","Eye18",106,"V6",-0.0010107226767079
"1539","Eye18",107,"V6",0.0150132141869181
"1540","Eye18",108,"V6",0.0228403809807988
"1541","Eye18",109,"V6",0.0127038023709938
"1542","Eye18",110,"V6",0.00216110324680111
"1543","Eye18",111,"V6",0.0178330458870879
"1544","Eye18",112,"V6",0.0355842869889661
"1545","Eye18",113,"V6",0.0266016429712327
"1546","Eye18",114,"V6",-0.00317568412988257
"1547","Eye18",115,"V6",0.0169882229830993
"1548","Eye18",116,"V6",0.00932495248144198
"1549","Eye18",117,"V6",0.0165160481697337
"1550","Eye18",118,"V6",0.0304246302115621
"1551","Eye18",119,"V6",0.0153660366189345
"1552","Eye18",120,"V6",0.0023573875686629
"1553","Eye18",121,"V6",0.00975933011411342
"1554","Eye18",122,"V6",0.0153942557038534
"1555","Eye18",123,"V6",0.00880705582623606
"1556","Eye18",124,"V6",0.0339992557300262
"1557","Eye18",125,"V6",0.0266912835473476
"1558","Eye18",126,"V6",0.0140733646189585
"1559","Eye18",127,"V6",-0.0138513324208109
"1560","Eye18",128,"V6",0.0213604236172559
"1561","Eye18",129,"V6",0.00397414136450353
"1562","Eye18",130,"V6",0.0127384125336587
"1563","Eye18",131,"V6",-0.00293619032551729
"1564","Eye18",132,"V6",0.0161702359119532
"1565","Eye18",133,"NS",0.024170771111608
"1566","Eye18",134,"NS",-0.00064851087960185
"1567","Eye18",135,"NS",0.0214562016136845
"1568","Eye18",136,"NS",0.00307056820739305
"1569","Eye18",137,"NS",-0.0153666785579504
"1570","Eye18",138,"NS",-0.00335433387860937
"1571","Eye18",139,"NS",-0.00171788878370604
"1572","Eye18",140,"NS",0.00354045156248962
"1573","Eye18",141,"NS",0.00301093937060376
"1574","Eye18",142,"NS",0.00351276079876596
"1575","Eye18",143,"NS",-0.0104506741528367
"1576","Eye18",144,"NS",0.0139233268284776
"1577","Eye18",145,"NS",0.0616101890662761
"1578","Eye18",146,"NS",0.00132988576902412
"1579","Eye18",147,"NS",-0.00883612228886236
"1580","Eye18",148,"NS",0.0140917647154137
"1581","Eye18",149,"NS",-0.00792896593508709
"1582","Eye18",150,"NS",0.0345357024867722
"1583","Eye18",151,"NS",0.00588257715302538
"1584","Eye18",152,"NS",-0.0137092181371403
"1585","Eye18",153,"NS",0.012955913712656
"1586","Eye18",154,"NS",0.0358567309805787
"1587","Eye18",155,"NS",-0.0120841300109929
"1588","Eye18",156,"NS",-0.0047414713107302
"1589","Eye18",157,"NS",0.0416749346632946
"1590","Eye18",158,"NS",-0.0110767031563327
"1591","Eye18",159,"NS",0.0183581205668152
"1592","Eye18",160,"NS",-0.0122085662667715
"1593","Eye18",161,"NS",0.0138955862766834
"1594","Eye18",162,"NS",0.0148595086284999
"1595","Eye18",163,"NS",-0.0213307403087404
"1596","Eye18",164,"NS",-0.00741178342087598
"1597","Eye18",165,"V6",0.0631869556788419
"1598","Eye18",166,"V6",-0.00206286211620308
"1599","Eye18",167,"V6",-0.00818519333642043
"1600","Eye18",168,"V6",-0.0287004227279775
"1601","Eye18",169,"V6",0.0185245431758963
"1602","Eye18",170,"V6",-0.000454275661192838
"1603","Eye18",171,"V6",0.0175806539362592
"1604","Eye18",172,"V6",0.00548198704528981
"1605","Eye18",173,"V6",-0.00996282298670269
"1606","Eye18",174,"V6",0.00262887561899295
"1607","Eye18",175,"V6",0.0235544326671842
"1608","Eye18",176,"V6",0.0139256190451134
"1609","Eye18",177,"V6",0.0305127152201027
"1610","Eye18",178,"V6",0.00892814819420399
"1611","Eye18",179,"V6",0.0268711228104168
"1612","Eye18",180,"V6",0.00367955945639962
"1613","Eye18",181,"V6",0.0193233119825013
"1614","Eye18",182,"V6",-0.00270561032990056
"1615","Eye18",183,"V6",0.0122559631288069
"1616","Eye18",184,"V6",0.0204660805454472
"1617","Eye18",185,"V6",0.0139986719520119
"1618","Eye18",186,"V6",0.0194352534348549
"1619","Eye18",187,"V6",0.0104772535450286
"1620","Eye18",188,"V6",-0.0133503858255693
"1621","Eye18",189,"V6",0.0096940447280823
"1622","Eye18",190,"V6",0.0122463064850402
"1623","Eye18",191,"V6",-0.0178961150146224
"1624","Eye18",192,"V6",-0.00961106578990544
"1625","Eye18",193,"V6",0.00971295653014475
"1626","Eye18",194,"V6",0.0214704150439558
"1627","Eye18",195,"V6",0.00956507661160071
"1628","Eye18",196,"V6",-0.0032219413060852
"1629","Eye19",5,"V6",0.0118617252677989
"1630","Eye19",6,"V6",-0.00578623448652184
"1631","Eye19",7,"V6",-0.0037776787357412
"1632","Eye19",8,"V6",0.0128275365957989
"1633","Eye19",9,"V6",-0.00785244605219139
"1634","Eye19",10,"V6",-0.0179248278381488
"1635","Eye19",11,"V6",0.00417178852102905
"1636","Eye19",12,"V6",0.00124412766805284
"1637","Eye19",13,"V6",0.0116946563529229
"1638","Eye19",14,"V6",-0.0127362734293656
"1639","Eye19",15,"V6",-0.00577579999190905
"1640","Eye19",16,"V6",0.00374577255541076
"1641","Eye19",17,"V6",-0.0158733332701213
"1642","Eye19",18,"V6",-0.0201194251533379
"1643","Eye19",19,"V6",-0.0118181143828489
"1644","Eye19",20,"V6",0.0010892220332566
"1645","Eye19",21,"V6",0.0123632486986193
"1646","Eye19",22,"V6",-0.0149313373477798
"1647","Eye19",23,"V6",0.00518732772980465
"1648","Eye19",24,"V6",-0.0057148766115089
"1649","Eye19",25,"V6",0.016189416746735
"1650","Eye19",26,"V6",0.0192309226604882
"1651","Eye19",27,"V6",-0.00892009752999551
"1652","Eye19",28,"V6",-0.018812098036097
"1653","Eye19",29,"V6",-0.0159542621814291
"1654","Eye19",30,"V6",-0.0110787359316028
"1655","Eye19",31,"V6",0.0121717916155231
"1656","Eye19",32,"V6",0.0104488664187816
"1657","Eye19",33,"V6",0.00342425083146253
"1658","Eye19",34,"V6",-0.000260145004433729
"1659","Eye19",35,"V6",0.00886695680415138
"1660","Eye19",36,"V6",-0.00944590418880848
"1661","Eye19",37,"NS",-0.00833888039033309
"1662","Eye19",38,"NS",-0.00492846064787205
"1663","Eye19",39,"NS",-0.0111912089842043
"1664","Eye19",40,"NS",-0.0258121298828049
"1665","Eye19",41,"NS",0.00816303257516669
"1666","Eye19",42,"NS",-0.0151014802687504
"1667","Eye19",43,"NS",0.000147613471490282
"1668","Eye19",44,"NS",0.0213950838347042
"1669","Eye19",45,"NS",0.0154656588720317
"1670","Eye19",46,"NS",-0.0122588244239956
"1671","Eye19",47,"NS",-0.00273555182095358
"1672","Eye19",48,"NS",0.0012859520219332
"1673","Eye19",49,"NS",-0.0170333896968655
"1674","Eye19",50,"NS",-0.00844900370705942
"1675","Eye19",51,"NS",-0.00674599024817551
"1676","Eye19",52,"NS",-0.0167137136974662
"1677","Eye19",53,"NS",-0.00193807962570672
"1678","Eye19",54,"NS",-0.0213809673332342
"1679","Eye19",55,"NS",-0.0223896373437587
"1680","Eye19",56,"NS",-0.0315945559283368
"1681","Eye19",57,"NS",-0.0137833800985889
"1682","Eye19",58,"NS",0.00742715869213697
"1683","Eye19",59,"NS",-0.00480030187332477
"1684","Eye19",60,"NS",-0.000993281287719198
"1685","Eye19",61,"NS",-0.0120371862886985
"1686","Eye19",62,"NS",-0.00596563204622403
"1687","Eye19",63,"NS",-0.0201409352111968
"1688","Eye19",64,"NS",-0.00246791465681576
"1689","Eye19",65,"NS",-0.0148223474468802
"1690","Eye19",66,"NS",0.00785356360915158
"1691","Eye19",67,"NS",-0.00836256181735305
"1692","Eye19",68,"NS",0.00501618838230309
"1693","Eye19",69,"V6",-0.00306044533257124
"1694","Eye19",70,"V6",0.010387157721195
"1695","Eye19",71,"V6",-0.00702182676942372
"1696","Eye19",72,"V6",-0.00425334883751486
"1697","Eye19",73,"V6",-0.00226912277402127
"1698","Eye19",74,"V6",-0.012583535467039
"1699","Eye19",75,"V6",-0.00265206438376466
"1700","Eye19",76,"V6",-0.00961341921752994
"1701","Eye19",77,"V6",0.00923306077052319
"1702","Eye19",78,"V6",-0.00474246739614773
"1703","Eye19",79,"V6",-0.00887207082864566
"1704","Eye19",80,"V6",0.0172439069393532
"1705","Eye19",81,"V6",0.00709148916007701
"1706","Eye19",82,"V6",0.00192984372244394
"1707","Eye19",83,"V6",0.0047468484705482
"1708","Eye19",84,"V6",0.000836593204217484
"1709","Eye19",85,"V6",0.00634520422919702
"1710","Eye19",86,"V6",0.0182457196536939
"1711","Eye19",87,"V6",0.0270055143924101
"1712","Eye19",88,"V6",0.000515594835584635
"1713","Eye19",89,"V6",0.0129662096729572
"1714","Eye19",90,"V6",0.0165314670142605
"1715","Eye19",91,"V6",0.00711927069524141
"1716","Eye19",92,"V6",0.0242717060864168
"1717","Eye19",93,"V6",-0.00411153702494116
"1718","Eye19",94,"V6",0.011377673282995
"1719","Eye19",95,"V6",0.00468318432013488
"1720","Eye19",96,"V6",-0.00339708379492082
"1721","Eye19",97,"V6",-0.0111374903575324
"1722","Eye19",98,"V6",0.00128347721274917
"1723","Eye19",99,"V6",0.0195618217887725
"1724","Eye19",100,"V6",0.0154291737226803
"1725","Eye19",101,"NS",0.00999424506216911
"1726","Eye19",102,"NS",-0.0210081182025153
"1727","Eye19",103,"NS",-0.0126531496675888
"1728","Eye19",104,"NS",-0.0197788380261157
"1729","Eye19",105,"NS",-0.0101122587239745
"1730","Eye19",106,"NS",0.0143215323599773
"1731","Eye19",107,"NS",0.00382223451501538
"1732","Eye19",108,"NS",0.00356040578848127
"1733","Eye19",109,"NS",0.0126348133224995
"1734","Eye19",110,"NS",-0.0154015591041416
"1735","Eye19",111,"NS",-0.0161291282336518
"1736","Eye19",112,"NS",0.0132053531745775
"1737","Eye19",113,"NS",-0.0372959278477521
"1738","Eye19",114,"NS",-0.0248440370996003
"1739","Eye19",115,"NS",0.0158634675769535
"1740","Eye19",116,"NS",0.00603198921844256
"1741","Eye19",117,"NS",0.011271314812944
"1742","Eye19",118,"NS",0.000730521002216365
"1743","Eye19",119,"NS",-0.00879189288837274
"1744","Eye19",120,"NS",0.0167451798866471
"1745","Eye19",121,"NS",0.01823472876625
"1746","Eye19",122,"NS",-0.0107783891137334
"1747","Eye19",123,"NS",-0.0187117582384425
"1748","Eye19",124,"NS",0.0437835762479629
"1749","Eye19",125,"NS",-0.0302813044823263
"1750","Eye19",126,"NS",0.0146561959875006
"1751","Eye19",127,"NS",-0.0149789149868818
"1752","Eye19",128,"NS",0.00349152342568379
"1753","Eye19",129,"NS",0.0254481124552748
"1754","Eye19",130,"NS",-0.00658280803057753
"1755","Eye19",131,"NS",0.00644081939983201
"1756","Eye19",132,"NS",0.00100161871938335
"1757","Eye19",133,"V6",-0.00248925338159942
"1758","Eye19",134,"V6",0.0106322103687997
"1759","Eye19",135,"V6",0.00206032609225837
"1760","Eye19",136,"V6",0.042497386400983
"1761","Eye19",137,"V6",0.0517522646404377
"1762","Eye19",139,"V6",0.0232313043873149
"1763","Eye19",140,"V6",0.0062699716211553
"1764","Eye19",141,"V6",-0.00902046897163389
"1765","Eye19",142,"V6",0.0117938870397651
"1766","Eye19",143,"V6",0.016927545882374
"1767","Eye19",144,"V6",0.0131005364158035
"1768","Eye19",145,"V6",0.0368578977946865
"1769","Eye19",148,"V6",-0.0223195882285844
"1770","Eye19",150,"V6",0.0142220358755411
"1771","Eye19",151,"V6",-0.0054626468233655
"1772","Eye19",152,"V6",0.0326687306923153
"1773","Eye19",154,"V6",-0.0169001151370851
"1774","Eye19",155,"V6",0.0161704750769213
"1775","Eye19",156,"V6",-0.0183635316677323
"1776","Eye19",157,"V6",0.00445037180504314
"1777","Eye19",159,"V6",0.0314001254072305
"1778","Eye19",160,"V6",-0.0227709612452304
"1779","Eye19",161,"V6",0.000256297574129456
"1780","Eye19",162,"V6",-0.00891098981189641
"1781","Eye19",163,"V6",0.0128660722072005
"1782","Eye19",164,"V6",0.0289930562956991
"1783","Eye19",165,"NS",-7.31261990168385e-05
"1784","Eye19",166,"NS",0.00907912429557282
"1785","Eye19",167,"NS",0.0254261125124199
"1786","Eye19",168,"NS",0.00197147339180279
"1787","Eye19",171,"NS",0.00589775207459801
"1788","Eye19",172,"NS",-0.0358038327882059
"1789","Eye19",174,"NS",-0.0016056962482239
"1790","Eye19",175,"NS",-0.00549735095882904
"1791","Eye19",176,"NS",0.343335728852806
"1792","Eye19",177,"NS",-0.0187100489386905
"1793","Eye19",178,"NS",0.00380578569879056
"1794","Eye19",179,"NS",-0.0249389725114215
"1795","Eye19",180,"NS",-0.017002257398408
"1796","Eye19",181,"NS",0.0250111323949746
"1797","Eye19",182,"NS",0.00400492051059206
"1798","Eye19",183,"NS",-0.0241332752439107
"1799","Eye19",184,"NS",0.0152358622561823
"1800","Eye19",185,"NS",-0.0250526249045984
"1801","Eye19",186,"NS",-0.00149287470360696
"1802","Eye19",187,"NS",0.0386730255337796
"1803","Eye19",188,"NS",0.0270987654661479
"1804","Eye19",189,"NS",-0.00555336277055746
"1805","Eye19",190,"NS",0.010498795640508
"1806","Eye19",191,"NS",-0.00580179700653486
"1807","Eye19",192,"NS",-0.0285176812312163
"1808","Eye19",194,"NS",-0.00462549742849386
"1809","Eye19",195,"NS",-0.024114588577799
"1810","Eye19",196,"NS",0.0126183577410464
"1811","Eye24",5,"NS",-0.0329917000089905
"1812","Eye24",6,"NS",-0.0012445830003552
"1813","Eye24",7,"NS",-0.0172931376827382
"1814","Eye24",8,"NS",-0.0122890578721978
"1815","Eye24",9,"NS",0.00377392673546681
"1816","Eye24",10,"NS",0.0156548815817705
"1817","Eye24",11,"NS",-0.00686786940572464
"1818","Eye24",12,"NS",-0.00287195304279996
